"date";"country";"rating";"agency";"grade";"outlook"
"1996-09-23";"pakistan";"B+";"moodys";"highly speculative";"negative watch"
"1995-08-03";"pakistan";"B+";"standardPoors";"highly speculative";"stable"
"1995-07-11";"pakistan";"B+";"moodys";"highly speculative";"stable"
"1994-11-23";"pakistan";"BB-";"moodys";"non-investment grade speculative";"stable"
"1994-11-21";"pakistan";"B+";"standardPoors";"highly speculative";"positive"
"2022-01-28";"panama";"BBB-";"fitch";"lower medium grade";"stable"
"2021-08-04";"panama";"BBB";"standardPoors";"lower medium grade";"negative"
"2021-03-17";"panama";"BBB";"moodys";"lower medium grade";"stable"
"2021-02-03";"panama";"BBB-";"fitch";"lower medium grade";"negative"
"2020-11-24";"panama";"BBB";"standardPoors";"lower medium grade";"stable"
"2020-10-20";"panama";"BBB+";"moodys";"lower medium grade";"negative"
"2020-04-24";"panama";"BBB+";"standardPoors";"lower medium grade";"negative"
"2020-02-06";"panama";"BBB";"fitch";"lower medium grade";"negative"
"2019-04-29";"panama";"BBB+";"standardPoors";"lower medium grade";"stable"
"2019-03-08";"panama";"BBB+";"moodys";"lower medium grade";"stable"
"2018-07-02";"panama";"BBB";"standardPoors";"lower medium grade";"positive"
"2017-09-29";"panama";"BBB";"moodys";"lower medium grade";"positive"
"2012-10-31";"panama";"BBB";"moodys";"lower medium grade";"stable"
"2012-07-02";"panama";"BBB";"standardPoors";"lower medium grade";"stable"
"2011-08-04";"panama";"BBB-";"moodys";"lower medium grade";"positive"
"2011-07-21";"panama";"BBB-";"standardPoors";"lower medium grade";"positive"
"2011-06-02";"panama";"BBB";"fitch";"lower medium grade";"stable"
"2010-06-09";"panama";"BBB-";"moodys";"lower medium grade";"stable"
"2010-05-25";"panama";"BBB-";"standardPoors";"lower medium grade";"stable"
"2010-03-23";"panama";"BBB-";"fitch";"lower medium grade";"positive"
"2010-02-12";"panama";"BB+";"moodys";"non-investment grade speculative";"positive watch"
"2009-11-09";"panama";"BB+";"standardPoors";"non-investment grade speculative";"positive"
"2008-02-26";"panama";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2008-01-29";"panama";"BB+";"fitch";"non-investment grade speculative";"positive"
"2007-05-03";"panama";"BB";"standardPoors";"non-investment grade speculative";"positive"
"2005-02-18";"panama";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2003-12-03";"panama";"BB+";"fitch";"non-investment grade speculative";"stable"
"2003-03-10";"panama";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2002-10-24";"panama";"BB+";"fitch";"non-investment grade speculative";"negative"
"2002-09-04";"panama";"BB+";"fitch";"non-investment grade speculative";"negative watch"
"2001-11-20";"panama";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2000-09-21";"panama";"BB+";"fitch";"non-investment grade speculative";"stable"
"2000-07-20";"panama";"BB+";"fitch";"non-investment grade speculative";NA
"2000-07-06";"panama";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2000-02-14";"panama";"BB+";"fitch";"non-investment grade speculative";"negative watch"
"1999-12-03";"panama";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"1998-09-08";"panama";"BB+";"fitch";"non-investment grade speculative";NA
"1997-01-22";"panama";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"1997-01-22";"panama";"BB+";"moodys";"non-investment grade speculative";"stable"
"1978-06-27";"panama";"AA";"moodys";"high grade";"stable"
"1977-10-14";"panama";"WR";"moodys";"not rated";NA
"1958-06-30";"panama";"A";"moodys";"upper medium grade";"stable"
"2021-06-03";"papua-new-guinea";"B-";"standardPoors";"highly speculative";"negative"
"2021-04-30";"papua-new-guinea";"B-";"standardPoors";"highly speculative";"negative watch"
"2021-04-19";"papua-new-guinea";"B";"moodys";"highly speculative";"negative"
"2020-04-29";"papua-new-guinea";"B-";"standardPoors";"highly speculative";"stable"
"2019-02-15";"papua-new-guinea";"B";"moodys";"highly speculative";"stable"
"2018-04-16";"papua-new-guinea";"B";"standardPoors";"highly speculative";"stable"
"2018-03-23";"papua-new-guinea";"B";"moodys";"highly speculative";"negative"
"2016-04-25";"papua-new-guinea";"B";"moodys";"highly speculative";"stable"
"2016-02-25";"papua-new-guinea";"B+";"moodys";"highly speculative";"negative watch"
"2015-10-08";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"negative"
"2015-05-18";"papua-new-guinea";"B+";"moodys";"highly speculative";"negative"
"2012-10-29";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"stable"
"2012-01-27";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"negative"
"2007-09-13";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"stable"
"2005-12-06";"papua-new-guinea";"B";"standardPoors";"highly speculative";"stable"
"2004-12-21";"papua-new-guinea";"B";"standardPoors";"highly speculative";"positive"
"2003-12-21";"papua-new-guinea";"B";"standardPoors";"highly speculative";"stable"
"2002-10-08";"papua-new-guinea";"B";"standardPoors";"highly speculative";"negative"
"2001-08-06";"papua-new-guinea";"B";"standardPoors";"highly speculative";"stable"
"2001-03-21";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"negative"
"2000-06-29";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"stable"
"1999-09-01";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"negative"
"1999-07-26";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"negative watch"
"1999-01-25";"papua-new-guinea";"B+";"standardPoors";"highly speculative";"stable"
"1998-12-31";"papua-new-guinea";"B+";"moodys";"highly speculative";"stable"
"2018-12-11";"paraguay";"BB+";"fitch";"non-investment grade speculative";"stable"
"2017-12-14";"paraguay";"BB";"fitch";"non-investment grade speculative";"positive"
"2016-06-15";"paraguay";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2015-06-16";"paraguay";"BB";"standardPoors";"non-investment grade speculative";"positive"
"2015-03-20";"paraguay";"BB+";"moodys";"non-investment grade speculative";"stable"
"2015-01-29";"paraguay";"BB";"fitch";"non-investment grade speculative";"stable"
"2014-06-11";"paraguay";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2014-02-04";"paraguay";"BB";"moodys";"non-investment grade speculative";"positive"
"2014-01-31";"paraguay";"BB-";"fitch";"non-investment grade speculative";"positive"
"2013-01-10";"paraguay";"BB-";"fitch";"non-investment grade speculative";"stable"
"2013-01-08";"paraguay";"BB-";"moodys";"non-investment grade speculative";"stable"
"2012-08-29";"paraguay";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2012-06-25";"paraguay";"BB-";"standardPoors";"non-investment grade speculative";"negative watch"
"2011-08-30";"paraguay";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2010-12-02";"paraguay";"B+";"moodys";"highly speculative";"stable"
"2010-08-23";"paraguay";"B+";"standardPoors";"highly speculative";"positive"
"2010-06-24";"paraguay";"B-";"moodys";"highly speculative";"positive watch"
"2008-04-09";"paraguay";"B-";"moodys";"highly speculative";"stable"
"2007-11-28";"paraguay";"CCC+";"moodys";"substantial risks";"negative watch"
"2007-06-04";"paraguay";"B";"standardPoors";"highly speculative";"stable"
"2006-02-27";"paraguay";"B-";"standardPoors";"highly speculative";"positive"
"2004-07-26";"paraguay";"B-";"standardPoors";"highly speculative";"stable"
"2003-04-28";"paraguay";"CCC+";"moodys";"substantial risks";"stable"
"2003-02-13";"paraguay";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2002-11-27";"paraguay";"B-";"standardPoors";"highly speculative";"negative"
"1999-06-25";"paraguay";"B";"standardPoors";"highly speculative";"negative"
"1999-02-04";"paraguay";"B+";"standardPoors";"highly speculative";"negative"
"1998-11-19";"paraguay";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"1998-07-13";"paraguay";"B";"moodys";"highly speculative";"stable"
"1995-10-23";"paraguay";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2022-03-18";"peru";"BBB";"standardPoors";"lower medium grade";"stable"
"2021-10-18";"peru";"BBB+";"standardPoors";"lower medium grade";"negative"
"2021-10-15";"peru";"BBB";"fitch";"lower medium grade";"stable"
"2021-09-01";"peru";"BBB+";"moodys";"lower medium grade";"stable"
"2021-05-21";"peru";"A-";"moodys";"upper medium grade";"negative"
"2020-12-15";"peru";"BBB+";"fitch";"lower medium grade";"negative"
"2017-04-04";"peru";NA;"dbrs";NA;NA
"2014-07-02";"peru";"A-";"moodys";"upper medium grade";"stable"
"2014-05-30";"peru";"BBB+";"dbrs";"lower medium grade";"stable"
"2013-10-23";"peru";"BBB+";"fitch";"lower medium grade";"stable"
"2013-08-19";"peru";"BBB+";"standardPoors";"lower medium grade";"stable"
"2013-04-29";"peru";"BBB";"dbrs";"lower medium grade";"positive"
"2012-08-28";"peru";"BBB";"standardPoors";"lower medium grade";"positive"
"2012-08-16";"peru";"BBB";"moodys";"lower medium grade";"positive"
"2012-02-23";"peru";"BBB-";"dbrs";"lower medium grade";"positive"
"2011-11-10";"peru";"BBB";"fitch";"lower medium grade";"stable"
"2011-08-30";"peru";"BBB";"standardPoors";"lower medium grade";"stable"
"2011-03-21";"peru";"BBB-";"moodys";"lower medium grade";"positive"
"2010-08-23";"peru";"BBB-";"standardPoors";"lower medium grade";"positive"
"2010-06-02";"peru";"BBB-";"fitch";"lower medium grade";"positive"
"2009-12-16";"peru";"BBB-";"moodys";"lower medium grade";"stable"
